,Species,Age,Length
2124,Pleuronectes platessa,6,318.125
2125,Pleuronectes platessa,7,327.5
2126,Pleuronectes platessa,8,370
2127,Pleuronectes platessa,10,496.6666667
2128,Pleuronectes platessa,1,137.7777778
2129,Pleuronectes platessa,2,196.1985472
2130,Pleuronectes platessa,3,236.8055556
2131,Pleuronectes platessa,4,282.1402214
2132,Pleuronectes platessa,5,309.0950226
2133,Pleuronectes platessa,6,328.2142857
2134,Pleuronectes platessa,7,346.8421053
2135,Pleuronectes platessa,8,335
2136,Pleuronectes platessa,9,380
2137,Pleuronectes platessa,10,396.6666667
2138,Pleuronectes platessa,11,350
2139,Pleuronectes platessa,12,310
2140,Pleuronectes platessa,14,320
2141,Pleuronectes platessa,1,108.2608696
2142,Pleuronectes platessa,2,164.1025641
2143,Pleuronectes platessa,3,232.705314
2144,Pleuronectes platessa,4,262.2289157
2145,Pleuronectes platessa,5,294.516129
2146,Pleuronectes platessa,6,320.4545455
2147,Pleuronectes platessa,7,313.6363636
2148,Pleuronectes platessa,8,341.6666667
2149,Pleuronectes platessa,9,270
2150,Pleuronectes platessa,1,119.5454545
2151,Pleuronectes platessa,2,185.1202749
2152,Pleuronectes platessa,3,220.0406504
2153,Pleuronectes platessa,4,267.029703
2154,Pleuronectes platessa,5,279.5588235
2155,Pleuronectes platessa,6,301.4035088
2156,Pleuronectes platessa,7,326.3157895
2157,Pleuronectes platessa,8,368.3333333
2158,Pleuronectes platessa,9,460
2159,Pleuronectes platessa,10,410
2160,Pleuronectes platessa,11,330
2161,Pleuronectes platessa,1,114.3181818
2162,Pleuronectes platessa,2,180.5737705
2163,Pleuronectes platessa,3,240.1265823
2164,Pleuronectes platessa,4,273.592233
2165,Pleuronectes platessa,5,298.2738095
2166,Pleuronectes platessa,6,299.5652174
2167,Pleuronectes platessa,7,318.1081081
2168,Pleuronectes platessa,8,353.7931034
2169,Pleuronectes platessa,9,330.9090909
2170,Pleuronectes platessa,10,351.4285714
2171,Pleuronectes platessa,11,370
2172,Pleuronectes platessa,12,280
2173,Pleuronectes platessa,13,310
2174,Pleuronectes platessa,15,310
2175,Pleuronectes platessa,20,460
2176,Pleuronectes platessa,1,113.7931034
2177,Pleuronectes platessa,2,187.0408163
2178,Pleuronectes platessa,3,239.5416667
2179,Pleuronectes platessa,4,283.2510288
2180,Pleuronectes platessa,5,301.1594203
2181,Pleuronectes platessa,6,286.6666667
2182,Pleuronectes platessa,7,308.0645161
2183,Pleuronectes platessa,8,300.9090909
2184,Pleuronectes platessa,10,475
2185,Pleuronectes platessa,11,330
2186,Pleuronectes platessa,12,430
2187,Pleuronectes platessa,1,122
2188,Pleuronectes platessa,2,173.5
2189,Pleuronectes platessa,3,240.8778626
2190,Pleuronectes platessa,4,283.8918919
2191,Pleuronectes platessa,5,303.3108108
2192,Pleuronectes platessa,6,302.5
2193,Pleuronectes platessa,7,298.9130435
2194,Pleuronectes platessa,8,312.3333333
2195,Pleuronectes platessa,9,333.3333333
2196,Pleuronectes platessa,10,410
2197,Pleuronectes platessa,11,360
2198,Pleuronectes platessa,1,103.5555556
2199,Pleuronectes platessa,2,172.368171
2200,Pleuronectes platessa,3,229.7522124
2201,Pleuronectes platessa,4,275.9874552
2202,Pleuronectes platessa,5,297.5637255
2203,Pleuronectes platessa,6,311.1322314
2204,Pleuronectes platessa,7,298.6949153
2205,Pleuronectes platessa,8,283.1428571
2206,Pleuronectes platessa,9,326.6666667
2207,Pleuronectes platessa,10,338
2208,Pleuronectes platessa,11,343.3333333
2209,Pleuronectes platessa,12,360
2210,Pleuronectes platessa,1,117.2773109
2211,Pleuronectes platessa,2,178.5018939
2212,Pleuronectes platessa,3,243.3179724
2213,Pleuronectes platessa,4,280.5620438
2214,Pleuronectes platessa,5,310.7486631
2215,Pleuronectes platessa,6,315.7741935
2216,Pleuronectes platessa,7,328.4074074
2217,Pleuronectes platessa,8,318.8
2218,Pleuronectes platessa,9,346.5294118
2219,Pleuronectes platessa,10,292.4285714
2220,Pleuronectes platessa,11,316.3333333
2221,Pleuronectes platessa,12,369.5
2222,Pleuronectes platessa,14,270
2223,Pleuronectes platessa,18,560
2224,Pleuronectes platessa,1,156.696
2225,Pleuronectes platessa,2,211.3107345
2226,Pleuronectes platessa,3,251.4371524
2227,Pleuronectes platessa,4,291.2553699
2228,Pleuronectes platessa,5,313.9325397
2229,Pleuronectes platessa,6,325.352459
2230,Pleuronectes platessa,7,352.0185185
2231,Pleuronectes platessa,8,363.3773585
2232,Pleuronectes platessa,9,358.1818182
2233,Pleuronectes platessa,10,283.75
2234,Pleuronectes platessa,11,314.6153846
2235,Pleuronectes platessa,12,286.75
2236,Pleuronectes platessa,1,137.0916667
2237,Pleuronectes platessa,2,194.8546366
2238,Pleuronectes platessa,3,238.2076923
2239,Pleuronectes platessa,4,288.0517007
2240,Pleuronectes platessa,5,310.9205128
2241,Pleuronectes platessa,6,318.5197368
2242,Pleuronectes platessa,7,339.4056604
2243,Pleuronectes platessa,8,336.6571429
2244,Pleuronectes platessa,9,326.3243243
2245,Pleuronectes platessa,10,280.5769231
2246,Pleuronectes platessa,11,331
2247,Pleuronectes platessa,12,293.5294118
2248,Pleuronectes platessa,13,360
2249,Pleuronectes platessa,14,330
2250,Pleuronectes platessa,15,320
2251,Pleuronectes platessa,18,290
2252,Pleuronectes platessa,1,133.3333333
2253,Pleuronectes platessa,2,196.1495798
2254,Pleuronectes platessa,3,236.2635783
2255,Pleuronectes platessa,4,274.8148148
2256,Pleuronectes platessa,5,296.8222222
2257,Pleuronectes platessa,6,321.1862348
2258,Pleuronectes platessa,7,316.976
2259,Pleuronectes platessa,8,337.4126984
2260,Pleuronectes platessa,9,325.7241379
2261,Pleuronectes platessa,10,339.2727273
2262,Pleuronectes platessa,11,301.5
2263,Pleuronectes platessa,12,345.75
2264,Pleuronectes platessa,13,349.2
2265,Pleuronectes platessa,15,280
2266,Pleuronectes platessa,1,132.54
2267,Pleuronectes platessa,2,186.3175123
2268,Pleuronectes platessa,3,245.7630058
2269,Pleuronectes platessa,4,278.7198516
2270,Pleuronectes platessa,5,305.6802885
2271,Pleuronectes platessa,6,321.7806452
2272,Pleuronectes platessa,7,324.0714286
2273,Pleuronectes platessa,8,335.1428571
2274,Pleuronectes platessa,9,339.9365079
2275,Pleuronectes platessa,10,336.5625
2276,Pleuronectes platessa,11,337.2195122
2277,Pleuronectes platessa,12,350
2278,Pleuronectes platessa,13,335.125
2279,Pleuronectes platessa,14,340
2280,Pleuronectes platessa,15,326.6666667
2281,Pleuronectes platessa,16,380
2282,Pleuronectes platessa,1,134
2283,Pleuronectes platessa,2,186.6803069
2284,Pleuronectes platessa,3,237.435567
2285,Pleuronectes platessa,4,278.2835131
2286,Pleuronectes platessa,5,298.3753666
2287,Pleuronectes platessa,6,315.7476636
2288,Pleuronectes platessa,7,337.8230088
2289,Pleuronectes platessa,8,329.5
2290,Pleuronectes platessa,9,349.72
2291,Pleuronectes platessa,10,330.05
2292,Pleuronectes platessa,11,318.75
2293,Pleuronectes platessa,12,290
2294,Pleuronectes platessa,13,285.7142857
2295,Pleuronectes platessa,14,348.3333333
2296,Pleuronectes platessa,15,311.6666667
2297,Pleuronectes platessa,16,330
2298,Pleuronectes platessa,1,133.443662
2299,Pleuronectes platessa,2,186.487524
2300,Pleuronectes platessa,3,235.7029412
2301,Pleuronectes platessa,4,280.2231707
2302,Pleuronectes platessa,5,306.7716702
2303,Pleuronectes platessa,6,329.4439252
2304,Pleuronectes platessa,7,324.9491525
2305,Pleuronectes platessa,8,339.1076923
2306,Pleuronectes platessa,9,341.0434783
2307,Pleuronectes platessa,10,323.9
2308,Pleuronectes platessa,11,323.8333333
2309,Pleuronectes platessa,12,300
2310,Pleuronectes platessa,13,259.2222222
2311,Pleuronectes platessa,14,293.3333333
2312,Pleuronectes platessa,15,301.6666667
2313,Pleuronectes platessa,16,358
2314,Pleuronectes platessa,19,210
2315,Pleuronectes platessa,1,117.3111111
2316,Pleuronectes platessa,2,180.9451796
2317,Pleuronectes platessa,3,233.984127
2318,Pleuronectes platessa,4,275.0798258
2319,Pleuronectes platessa,5,304.0897436
2320,Pleuronectes platessa,6,329.7675841
2321,Pleuronectes platessa,7,331.8571429
2322,Pleuronectes platessa,8,347.25
2323,Pleuronectes platessa,9,349.875
2324,Pleuronectes platessa,10,320
2325,Pleuronectes platessa,11,351
2326,Pleuronectes platessa,12,317.3333333
2327,Pleuronectes platessa,13,295
2328,Pleuronectes platessa,14,328
2329,Pleuronectes platessa,15,280
2330,Pleuronectes platessa,16,350
2331,Pleuronectes platessa,17,282.5
2332,Pleuronectes platessa,18,290
2333,Pleuronectes platessa,19,440
2334,Pleuronectes platessa,1,129.7431193
2335,Pleuronectes platessa,2,177.8055556
2336,Pleuronectes platessa,3,224.5447761
2337,Pleuronectes platessa,4,272.8217054
2338,Pleuronectes platessa,5,300.3284314
2339,Pleuronectes platessa,6,316.723301
2340,Pleuronectes platessa,7,329.3809524
2341,Pleuronectes platessa,8,315.746988
2342,Pleuronectes platessa,9,332.9444444
2343,Pleuronectes platessa,10,363.36
2344,Pleuronectes platessa,11,378.7333333
2345,Pleuronectes platessa,12,292
2346,Pleuronectes platessa,13,305
2347,Pleuronectes platessa,14,294.2857143
2348,Pleuronectes platessa,15,298
2349,Pleuronectes platessa,16,304
2350,Pleuronectes platessa,17,340
2351,Pleuronectes platessa,19,340
2352,Pleuronectes platessa,20,390
2353,Pleuronectes platessa,1,130.810219
2354,Pleuronectes platessa,2,186.7936963
2355,Pleuronectes platessa,3,236.0317003
2356,Pleuronectes platessa,4,262.0767677
2357,Pleuronectes platessa,5,292.766129
2358,Pleuronectes platessa,6,311.9253112
2359,Pleuronectes platessa,7,326.2545455
2360,Pleuronectes platessa,8,316.5396825
2361,Pleuronectes platessa,9,328.7428571
2362,Pleuronectes platessa,10,343.8965517
2363,Pleuronectes platessa,11,347.8666667
2364,Pleuronectes platessa,12,327.25
2365,Pleuronectes platessa,13,350.7692308
2366,Pleuronectes platessa,14,296.6666667
2367,Pleuronectes platessa,15,370
2368,Pleuronectes platessa,16,299.2
2369,Pleuronectes platessa,17,303.5
2370,Pleuronectes platessa,18,230
2371,Pleuronectes platessa,20,340
2372,Pleuronectes platessa,1,122.0957447
2373,Pleuronectes platessa,2,179.8556962
2374,Pleuronectes platessa,3,228.8625954
2375,Pleuronectes platessa,4,262.3365385
2376,Pleuronectes platessa,5,285.245614
2377,Pleuronectes platessa,6,299.1463415
2378,Pleuronectes platessa,7,303.8703704
2379,Pleuronectes platessa,8,331.1780822
2380,Pleuronectes platessa,9,319.625
2381,Pleuronectes platessa,10,339.2380952
2382,Pleuronectes platessa,11,357.8181818
2383,Pleuronectes platessa,12,310.75
2384,Pleuronectes platessa,13,346.2
2385,Pleuronectes platessa,14,293
2386,Pleuronectes platessa,15,301
2387,Pleuronectes platessa,16,357.5
2388,Pleuronectes platessa,17,286.2
2389,Pleuronectes platessa,18,320
2390,Pleuronectes platessa,19,281
2391,Pleuronectes platessa,1,123.1967213
2392,Pleuronectes platessa,2,180.8701754
2393,Pleuronectes platessa,3,222.5867238
2394,Pleuronectes platessa,4,259.820598
2395,Pleuronectes platessa,5,272.434555
2396,Pleuronectes platessa,6,287.3416149
2397,Pleuronectes platessa,7,301.612069
2398,Pleuronectes platessa,8,303.0759494
2399,Pleuronectes platessa,9,319.84
2400,Pleuronectes platessa,10,332.8292683
2401,Pleuronectes platessa,11,348.8
2402,Pleuronectes platessa,12,334.6
2403,Pleuronectes platessa,13,358.1111111
2404,Pleuronectes platessa,14,317.125
2405,Pleuronectes platessa,15,360.4
2406,Pleuronectes platessa,16,460
2407,Pleuronectes platessa,17,420
2408,Pleuronectes platessa,18,343.3333333
2409,Pleuronectes platessa,20,220
2410,Pleuronectes platessa,1,121.3333333
2411,Pleuronectes platessa,2,173.4778761
2412,Pleuronectes platessa,3,220.3129252
2413,Pleuronectes platessa,4,253.8997361
2414,Pleuronectes platessa,5,275.7068063
2415,Pleuronectes platessa,6,288.1928571
2416,Pleuronectes platessa,7,306.5619048
2417,Pleuronectes platessa,8,311.3157895
2418,Pleuronectes platessa,9,321.1025641
2419,Pleuronectes platessa,10,344.9
2420,Pleuronectes platessa,11,348.1
2421,Pleuronectes platessa,12,339.1333333
2422,Pleuronectes platessa,13,367.5333333
2423,Pleuronectes platessa,14,294
2424,Pleuronectes platessa,15,391
2425,Pleuronectes platessa,16,342.3333333
2426,Pleuronectes platessa,17,292.3333333
2427,Pleuronectes platessa,19,300
2428,Pleuronectes platessa,20,301.3333333
2429,Pleuronectes platessa,21,283
2430,Pleuronectes platessa,1,134.3875
2431,Pleuronectes platessa,2,177.3089888
2432,Pleuronectes platessa,3,215.3756708
2433,Pleuronectes platessa,4,248.8486842
2434,Pleuronectes platessa,5,272.6869919
2435,Pleuronectes platessa,6,285.4033613
2436,Pleuronectes platessa,7,302.3428571
2437,Pleuronectes platessa,8,310.1641791
2438,Pleuronectes platessa,9,312.6285714
2439,Pleuronectes platessa,10,282.4545455
2440,Pleuronectes platessa,11,327.8947368
2441,Pleuronectes platessa,12,333.4545455
2442,Pleuronectes platessa,13,304.125
2443,Pleuronectes platessa,14,335.25
2444,Pleuronectes platessa,15,324
2445,Pleuronectes platessa,16,378
2446,Pleuronectes platessa,21,270
2447,Pollachius virens,3,473.3333333
2448,Pollachius virens,4,536.3120567
2449,Pollachius virens,5,611.6666667
2450,Pollachius virens,6,700
2451,Pollachius virens,9,790
2452,Pollachius virens,10,870
2453,Pollachius virens,3,506.6666667
2454,Pollachius virens,4,554
2455,Pollachius virens,5,612.5
2456,Pollachius virens,6,710
2457,Pollachius virens,10,920
2458,Pollachius virens,11,850
2459,Pollachius virens,1,227.5
2460,Pollachius virens,2,280
2461,Pollachius virens,3,508.7179487
2462,Pollachius virens,4,611.9230769
2463,Pollachius virens,5,705.7142857
2464,Pollachius virens,6,732.2222222
2465,Pollachius virens,7,777.1794872
2466,Pollachius virens,8,875
2467,Pollachius virens,9,930
2468,Pollachius virens,10,923.3333333
2469,Pollachius virens,11,935
2470,Pollachius virens,12,956.6666667
2471,Pollachius virens,13,938.5714286
2472,Pollachius virens,14,1000
2473,Pollachius virens,15,1070
2474,Pollachius virens,16,983.3333333
2475,Pollachius virens,17,1020
2476,Pollachius virens,2,460
2477,Pollachius virens,4,604
2478,Pollachius virens,5,664.7826087
2479,Pollachius virens,6,716.9565217
2480,Pollachius virens,7,790.9090909
2481,Pollachius virens,8,878.8888889
2482,Pollachius virens,9,955
2483,Pollachius virens,10,1100
2484,Pollachius virens,1,220
2485,Pollachius virens,2,326.5384615
2486,Pollachius virens,3,474.6875
2487,Pollachius virens,4,509.6153846
2488,Pollachius virens,5,610
2489,Pollachius virens,6,648.3333333
2490,Pollachius virens,7,780
2491,Pollachius virens,8,800
2492,Pollachius virens,10,970
2493,Pollachius virens,1,235
2494,Pollachius virens,2,329
2495,Pollachius virens,3,465.7142857
2496,Pollachius virens,4,497
2497,Pollachius virens,5,632.4137931
2498,Pollachius virens,6,663.75
2499,Pollachius virens,7,790
2500,Pollachius virens,8,885
2501,Pollachius virens,9,940
2502,Pollachius virens,10,960
2503,Pollachius virens,13,995
2504,Pollachius virens,16,1010
2505,Pollachius virens,1,200
2506,Pollachius virens,2,261.4285714
2507,Pollachius virens,3,415
2508,Pollachius virens,4,470
2509,Pollachius virens,6,650
2510,Pollachius virens,7,770
2511,Pollachius virens,8,860
2512,Pollachius virens,9,1000
2513,Pollachius virens,1,240
2514,Pollachius virens,2,270
2515,Pollachius virens,3,482
2516,Pollachius virens,4,491.2903226
2517,Pollachius virens,5,592.5
2518,Pollachius virens,6,693.3333333
2519,Pollachius virens,7,765
2520,Pollachius virens,8,882.5
2521,Pollachius virens,11,1040
2522,Pollachius virens,12,940
2523,Pollachius virens,14,950
2524,Pollachius virens,18,1030
2525,Pollachius virens,1,180
2526,Pollachius virens,2,338.9473684
2527,Pollachius virens,3,393.3333333
2528,Pollachius virens,4,455
2529,Pollachius virens,5,570
2530,Pollachius virens,6,630
2531,Pollachius virens,7,850
2532,Pollachius virens,8,890
2533,Pollachius virens,2,250
2534,Pollachius virens,3,440
2535,Pollachius virens,4,473.3333333
2536,Pollachius virens,5,526.6666667
2537,Pollachius virens,6,550
2538,Pollachius virens,12,1060
2539,Pollachius virens,1,190
2540,Pollachius virens,3,400.7692308
2541,Pollachius virens,4,475.4545455
2542,Pollachius virens,5,535.8333333
2543,Pollachius virens,6,591.0344828
2544,Pollachius virens,7,703.3333333
2545,Pollachius virens,8,850
2546,Pollachius virens,10,965
2547,Pollachius virens,12,1040
2548,Pollachius virens,2,330
2549,Pollachius virens,3,410
2550,Pollachius virens,4,446.25
2551,Pollachius virens,5,480
2552,Pollachius virens,7,620
2553,Pollachius virens,8,820
2554,Pollachius virens,2,323.3333333
2555,Pollachius virens,3,403.1034483
2556,Pollachius virens,4,443.5
2557,Pollachius virens,5,520
2558,Pollachius virens,8,880
2559,Pollachius virens,9,960
2560,Pollachius virens,2,348.5714286
2561,Pollachius virens,3,407.2727273
2562,Pollachius virens,4,451.0810811
2563,Pollachius virens,5,571.4285714
2564,Pollachius virens,6,605
2565,Pollachius virens,7,794.6666667
2566,Pollachius virens,8,821.3333333
2567,Pollachius virens,9,923.3333333
2568,Pollachius virens,10,1010
2569,Pollachius virens,12,1110
2570,Pollachius virens,14,1130
2571,Pollachius virens,15,1060
2572,Pollachius virens,18,1090
2573,Pollachius virens,1,180
2574,Pollachius virens,2,327.8846154
2575,Pollachius virens,3,427.7941176
2576,Pollachius virens,4,485.2229299
2577,Pollachius virens,5,573.4319527
2578,Pollachius virens,6,672.6785714
2579,Pollachius virens,7,747.8947368
2580,Pollachius virens,8,804.2857143
2581,Pollachius virens,9,877.0588235
2582,Pollachius virens,10,953
2583,Pollachius virens,11,988.3333333
2584,Pollachius virens,12,1083.333333
2585,Pollachius virens,13,1020
2586,Pollachius virens,1,300
2587,Pollachius virens,2,363
2588,Pollachius virens,3,442.0224719
2589,Pollachius virens,4,484.25
2590,Pollachius virens,5,572.1818182
2591,Pollachius virens,6,653.7142857
2592,Pollachius virens,7,775.7142857
2593,Pollachius virens,8,840
2594,Pollachius virens,9,952.5
2595,Pollachius virens,10,945
2596,Pollachius virens,11,968.8888889
2597,Pollachius virens,14,990
2598,Pollachius virens,2,290
2599,Pollachius virens,3,431.969697
2600,Pollachius virens,4,489.2647059
2601,Pollachius virens,5,576.875
2602,Pollachius virens,6,650.6122449
2603,Pollachius virens,7,717.2093023
2604,Pollachius virens,8,821.8181818
2605,Pollachius virens,9,842.5
2606,Pollachius virens,10,830
2607,Pollachius virens,11,1022.5
2608,Pollachius virens,12,1035
2609,Pollachius virens,2,320
2610,Pollachius virens,3,409.2307692
2611,Pollachius virens,4,442.3622047
2612,Pollachius virens,5,549.1666667
2613,Pollachius virens,6,634
2614,Pollachius virens,7,686.6666667
2615,Pollachius virens,8,895
2616,Pollachius virens,9,890
2617,Pollachius virens,12,1010
2618,Pollachius virens,14,1070
2619,Pollachius virens,3,500
2620,Pollachius virens,4,445.6818182
2621,Pollachius virens,5,511.04
2622,Pollachius virens,6,624.2105263
2623,Pollachius virens,7,747
2624,Pollachius virens,8,811.6666667
2625,Pollachius virens,9,990
2626,Pollachius virens,10,985
2627,Pollachius virens,13,975
2628,Pollachius virens,2,466.6666667
2629,Pollachius virens,3,409.5238095
2630,Pollachius virens,4,431.884058
2631,Pollachius virens,5,493.3846154
2632,Pollachius virens,6,552.0467836
2633,Pollachius virens,7,707.2413793
2634,Pollachius virens,8,790.7692308
2635,Pollachius virens,9,854.2857143
2636,Pollachius virens,10,802.5
2637,Pollachius virens,13,1120
2638,Pollachius virens,14,1030
2639,Pollachius virens,2,390
2640,Pollachius virens,3,423.4615385
2641,Pollachius virens,4,459.8701299
2642,Pollachius virens,5,489.7863248
2643,Pollachius virens,6,571.5068493
2644,Pollachius virens,7,647.6829268
2645,Pollachius virens,8,830
2646,Pollachius virens,9,839
2647,Pollachius virens,10,930
2648,Pollachius virens,11,900
2649,Pollachius virens,1,192.5
2650,Pollachius virens,2,362.5
2651,Pollachius virens,3,423.5211268
2652,Pollachius virens,4,468.9285714
2653,Pollachius virens,5,514.5
2654,Pollachius virens,6,564.4776119
2655,Pollachius virens,7,642.6086957
2656,Pollachius virens,8,701.3793103
2657,Pollachius virens,9,807.5
2658,Pollachius virens,10,820
2659,Pollachius virens,11,780
2660,Pollachius virens,1,230
2661,Pollachius virens,2,380
2662,Pollachius virens,3,415.4615385
2663,Pollachius virens,4,464.4035088
2664,Pollachius virens,5,514.4078947
2665,Pollachius virens,6,606.8888889
2666,Pollachius virens,7,647.4137931
2667,Pollachius virens,8,740
2668,Pollachius virens,9,804.375
2669,Pollachius virens,10,770
2670,Pollachius virens,11,863.3333333
2671,Pollachius virens,12,1020
2672,Pollachius virens,1,265
2673,Pollachius virens,2,286
2674,Pollachius virens,3,398.6111111
2675,Pollachius virens,4,430.4142012
2676,Pollachius virens,5,524.0178571
2677,Pollachius virens,6,575.8181818
2678,Pollachius virens,7,680.5714286
2679,Pollachius virens,8,701.1111111
2680,Pollachius virens,9,779.2307692
2681,Pollachius virens,10,814
2682,Pollachius virens,11,866.6666667
2683,Pollachius virens,12,800
2684,Pollachius virens,15,1150
2685,Pollachius virens,1,240
2686,Pollachius virens,2,290.4761905
2687,Pollachius virens,3,385.1923077
2688,Pollachius virens,4,433.4188034
2689,Pollachius virens,5,482.0670391
2690,Pollachius virens,6,563.5555556
2691,Pollachius virens,7,651.1538462
2692,Pollachius virens,8,777
2693,Pollachius virens,9,778.3333333
2694,Pollachius virens,10,885
2695,Pollachius virens,11,853.3333333
2696,Pollachius virens,12,920
2697,Pollachius virens,14,980
2698,Pollachius virens,15,870
2699,Pollachius virens,1,198
2700,Pollachius virens,2,340
2701,Pollachius virens,3,380.8474576
2702,Pollachius virens,4,433.6419753
2703,Pollachius virens,5,474.2613636
2704,Pollachius virens,6,533.4677419
2705,Pollachius virens,7,615.8823529
2706,Pollachius virens,8,663.125
2707,Pollachius virens,9,838.5714286
2708,Pollachius virens,10,894
2709,Pollachius virens,11,930
2710,Pollachius virens,12,900
2711,Pollachius virens,13,920
2712,Pollachius virens,15,990
2713,Pollachius virens,1,220
2714,Pollachius virens,2,321
2715,Pollachius virens,3,410.4545455
2716,Pollachius virens,4,461.0714286
2717,Pollachius virens,5,510.472973
2718,Pollachius virens,6,550.5882353
2719,Pollachius virens,7,598.2894737
2720,Pollachius virens,8,653.3333333
2721,Pollachius virens,9,729
2722,Pollachius virens,11,840
2723,Pollachius virens,1,190
2724,Pollachius virens,2,247.5
2725,Pollachius virens,3,408.8888889
2726,Pollachius virens,4,451.7094017
2727,Pollachius virens,5,499.8876404
2728,Pollachius virens,6,568.6516854
2729,Pollachius virens,7,609.8684211
2730,Pollachius virens,8,664.8
2731,Pollachius virens,9,665
2732,Pollachius virens,10,670
2733,Pollachius virens,11,905
2734,Pollachius virens,15,990
2735,Pollachius virens,1,215
2736,Pollachius virens,2,303.5714286
2737,Pollachius virens,3,402.8571429
2738,Pollachius virens,4,453.0487805
2739,Pollachius virens,5,492.1759259
2740,Pollachius virens,6,571.969697
2741,Pollachius virens,7,628.5714286
2742,Pollachius virens,8,673.2352941
2743,Pollachius virens,9,672.5
2744,Pollachius virens,10,832.5
2745,Pollachius virens,11,945
2746,Pollachius virens,12,950
2747,Pollachius virens,14,1100
2748,Pollachius virens,16,1055
2749,Pollachius virens,1,206.6666667
2750,Pollachius virens,2,338
2751,Pollachius virens,3,373.75
2752,Pollachius virens,4,450.8108108
2753,Pollachius virens,5,523.59375
2754,Pollachius virens,6,556.635514
2755,Pollachius virens,7,647.2222222
2756,Pollachius virens,8,703.1818182
2757,Pollachius virens,9,743.5
2758,Pollachius virens,10,763.75
2759,Pollachius virens,11,890
2760,Pollachius virens,12,960
2761,Pollachius virens,1,197
2762,Pollachius virens,2,321.25
2763,Pollachius virens,3,392
2764,Pollachius virens,4,470.3846154
2765,Pollachius virens,5,521.3235294
2766,Pollachius virens,6,594
2767,Pollachius virens,7,621.7647059
2768,Pollachius virens,8,683.8461538
2769,Pollachius virens,9,721.7647059
2770,Pollachius virens,10,738.4615385
2771,Pollachius virens,11,803.75
2772,Pollachius virens,1,194.5
2773,Pollachius virens,2,329.3333333
2774,Pollachius virens,3,460.3448276
2775,Pollachius virens,4,524.2666667
2776,Pollachius virens,5,571.4529915
2777,Pollachius virens,6,618.9285714
2778,Pollachius virens,7,674.6153846
2779,Pollachius virens,8,703.75
2780,Pollachius virens,9,770
2781,Pollachius virens,10,784.7058824
2782,Pollachius virens,11,804.7058824
2783,Pollachius virens,12,805.7142857
2784,Pollachius virens,13,920
2785,Pollachius virens,1,198.5714286
2786,Pollachius virens,2,304.1322314
2787,Pollachius virens,3,367.8989362
2788,Pollachius virens,4,473.5526316
2789,Pollachius virens,5,574.1860465
2790,Pollachius virens,6,640.2173913
2791,Pollachius virens,7,708.4848485
2792,Pollachius virens,8,736.4705882
2793,Pollachius virens,9,766.7857143
2794,Pollachius virens,10,796.6666667
2795,Pollachius virens,11,787
2796,Pollachius virens,12,814.2857143
2797,Pollachius virens,13,880
2798,Pollachius virens,1,187.8571429
2799,Pollachius virens,2,279.375
2800,Pollachius virens,3,348.3392857
2801,Pollachius virens,4,437.7027027
2802,Pollachius virens,5,492.1912351
2803,Pollachius virens,6,585.3333333
2804,Pollachius virens,7,697.4285714
2805,Pollachius virens,8,747.8571429
2806,Pollachius virens,9,753.6363636
2807,Pollachius virens,10,761.3333333
2808,Pollachius virens,11,803.3333333
2809,Pollachius virens,12,828
2810,Pollachius virens,13,815
2811,Pollachius virens,14,800
2812,Pollachius virens,15,790
2813,Pollachius virens,1,175
2814,Pollachius virens,2,329.3939394
2815,Pollachius virens,3,400.6185567
2816,Pollachius virens,4,449.9278846
2817,Pollachius virens,5,522.6724138
2818,Pollachius virens,6,557.1759259
2819,Pollachius virens,7,680
2820,Pollachius virens,8,771.875
2821,Pollachius virens,9,797.2727273
2822,Pollachius virens,10,844.1176471
2823,Pollachius virens,11,863.3333333
2824,Pollachius virens,12,885.5555556
2825,Pollachius virens,13,897.1428571
2826,Pollachius virens,14,925
2827,Pollachius virens,15,970
2828,Pollachius virens,16,920
2829,Pollachius virens,1,189.6875
2830,Pollachius virens,2,284.0350877
2831,Pollachius virens,3,410
2832,Pollachius virens,4,471.2931034
2833,Pollachius virens,5,516.4335664
2834,Pollachius virens,6,599.3181818
2835,Pollachius virens,7,641.4705882
2836,Pollachius virens,8,733.2258065
2837,Pollachius virens,9,825.4545455
2838,Pollachius virens,10,854.7058824
2839,Pollachius virens,11,872
2840,Pollachius virens,12,886.6666667
2841,Pollachius virens,13,907.5
2842,Pollachius virens,14,975.5555556
2843,Pollachius virens,15,973.3333333
2844,Pollachius virens,16,850
2845,Pollachius virens,1,158.9473684
2846,Pollachius virens,2,360
2847,Pollachius virens,3,394.2105263
2848,Pollachius virens,4,475.4945055
2849,Pollachius virens,5,537.6351351
2850,Pollachius virens,6,600.5172414
2851,Pollachius virens,7,670.1754386
2852,Pollachius virens,8,708.5964912
2853,Pollachius virens,9,867.2727273
2854,Pollachius virens,10,858.3333333
2855,Pollachius virens,11,907.5
2856,Pollachius virens,12,950
2857,Pollachius virens,13,937.5
2858,Pollachius virens,14,972
2859,Pollachius virens,15,921.6666667
2860,Pollachius virens,16,870
2861,Pollachius virens,1,176.6666667
2862,Pollachius virens,2,280
2863,Pollachius virens,3,398.8888889
2864,Pollachius virens,4,462.4867725
2865,Pollachius virens,5,520.5932203
2866,Pollachius virens,6,589.5867769
2867,Pollachius virens,7,659
